Transaction unique identifier,Price,Date of Transfer,Property Type,Old/New,Duration,Town/City,District,County,PPDCategory Type,Record Status - monthly file only
{9CF14EFD-F4D4-4367-BFBF-8AC785A713BA},59000,1995-06-06 00:00,D,N,F,ROMNEY MARSH,SHEPWAY,KENT,A,A
{525710F4-536F-493A-A840-8AC78D756647},32500,1995-12-15 00:00,T,N,L,BURY,BURY,GREATER MANCHESTER,A,A
{F2AE0749-EB09-44A1-9D3C-8AC797DF554B},43000,1995-05-01 00:00,F,N,L,PETERSFIELD,EAST HAMPSHIRE,HAMPSHIRE,A,A
{C18244C4-5244-4330-A39B-8AC7B4DE4805},106950,1995-11-17 00:00,D,Y,F,KETTERING,KETTERING,NORTHAMPTONSHIRE,A,A
{B173CB65-504D-4B52-9D99-873BE0F20F82},59950,1995-01-09 00:00,T,N,F,BERKHAMSTED,DACORUM,HERTFORDSHIRE,A,A
{753E3B07-04EB-428A-8B92-873BEB7EBE4B},63500,1995-04-03 00:00,F,N,L,LONDON,EALING,GREATER LONDON,A,A
{EB53FB40-EEDF-474F-AD4D-873BF91C7640},9000,1995-06-16 00:00,S,N,L,CLACTON-ON-SEA,TENDRING,ESSEX,A,A
{A7761EBB-EA21-4886-9DA5-873BFAC04992},35000,1995-03-31 00:00,S,N,F,LEICESTER,LEICESTER,LEICESTER,A,A
{4722FBE5-B4AE-4CEE-8155-8E66E14466D2},40000,1995-09-08 00:00,T,N,F,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{F3AD806D-7A38-4FD1-A53D-8E66E451D6C6},187000,1995-08-29 00:00,D,N,F,WINDLESHAM,SURREY HEATH,SURREY,A,A
{6053AFE8-FA4B-4D48-8105-8E66FDE5F75B},15000,1995-10-16 00:00,T,N,F,LEICESTER,LEICESTER,LEICESTER,A,A
{0974290B-135C-4C51-B7AC-8E670806D4C0},51000,1995-05-03 00:00,S,N,L,CHEADLE,STOCKPORT,GREATER MANCHESTER,A,A
{918F0B3E-A201-48A0-B13A-83B9DDB9FB52},58000,1995-09-04 00:00,S,N,F,WANTAGE,VALE OF WHITE HORSE,OXFORDSHIRE,A,A
{C0D5C5BB-7771-4E1C-9170-83B9E751411C},45000,1995-05-26 00:00,S,N,L,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{9982FC01-F314-476D-8AE1-91F8EB79F944},146000,1995-07-26 00:00,F,N,L,AMERSHAM,CHILTERN,BUCKINGHAMSHIRE,A,A
{4A3DC96B-7C17-414D-BB31-91F9034A751A},23500,1995-08-11 00:00,T,N,F,PETERLEE,EASINGTON,DURHAM,A,A
{421C490A-7EED-4EE7-AFB1-8AC7CFCB65B9},47000,1995-07-21 00:00,T,N,F,SWANSEA,SWANSEA,SWANSEA,A,A
{C865A8A3-F65E-40F3-B336-8AC7D5D97C00},60000,1995-04-25 00:00,T,N,F,GLOSSOP,HIGH PEAK,DERBYSHIRE,A,A
{AD567C7F-F3C1-4143-823B-8AC7E46194C3},71000,1995-08-24 00:00,T,N,F,WIMBORNE,EAST DORSET,DORSET,A,A
{B8974730-C266-4E27-8E5F-1E445965EA6E},69000,1995-06-27 00:00,D,N,F,PENZANCE,PENWITH,CORNWALL,A,A
{F00E2574-56BD-4BEB-99F0-171F180406C1},69000,1995-11-29 00:00,S,N,F,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON,A,A
{E0592686-D82D-435F-AFD6-171F1C8A8546},36000,1995-12-08 00:00,T,N,F,NUNEATON,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{6E96A878-E11F-4CD7-B41A-171F1FFAF13D},196000,1995-01-20 00:00,D,N,F,EPSOM,REIGATE AND BANSTEAD,SURREY,A,A
{7376B554-085F-425F-8706-171F275C5369},28250,1995-06-12 00:00,T,N,F,KEIGHLEY,BRADFORD,WEST YORKSHIRE,A,A
{F6774296-5D74-4721-B65C-171F44DA17C9},37000,1995-10-27 00:00,T,N,F,ATTLEBOROUGH,BRECKLAND,NORFOLK,A,A
{68B3E57B-A04B-40B5-8C0B-256AF961E42A},32500,1995-03-24 00:00,T,N,F,WALSALL,WALSALL,WEST MIDLANDS,A,A
{29AE2CD4-F6CA-4EE7-B2FF-256B067BE0FE},28500,1995-12-15 00:00,T,N,F,MANSFIELD,MANSFIELD,NOTTINGHAMSHIRE,A,A
{EA199BB9-3474-4153-A02F-256B19C872D0},72000,1995-10-20 00:00,S,N,F,ROMFORD,HAVERING,GREATER LONDON,A,A
{C24A3043-AB63-441A-83ED-256B2C99C037},44950,1995-04-24 00:00,S,N,F,NEWARK,NEWARK AND SHERWOOD,NOTTINGHAMSHIRE,A,A
{FF846BF0-7471-40C2-92D8-256B37864111},99950,1995-05-16 00:00,T,N,F,YARM,HAMBLETON,NORTH YORKSHIRE,A,A
{D86F5322-A085-4B91-AA5B-1AB6B4E8D63E},39000,1995-08-10 00:00,T,N,F,ILKESTON,EREWASH,DERBYSHIRE,A,A
{5D1D07C5-915E-4A21-96EF-1AB6B9C16B7E},25000,1995-10-12 00:00,T,N,F,NOTTINGHAM,ASHFIELD,NOTTINGHAMSHIRE,A,A
{002D64F9-1862-4FF0-BF3D-1AB6C4690500},47500,1995-05-01 00:00,S,N,F,SELBY,SELBY,NORTH YORKSHIRE,A,A
{B950306F-B6B5-444B-9E84-1AB6D3B851FF},85000,1995-09-22 00:00,D,N,F,MALMESBURY,NORTH WILTSHIRE,WILTSHIRE,A,A
{19AFA762-21E1-4CDA-9668-21D6186691FC},99950,1995-06-26 00:00,D,Y,F,RAYLEIGH,ROCHFORD,ESSEX,A,A
{C9A3AD0B-285F-4EF6-9228-21D61C9C42C0},61750,1995-08-07 00:00,F,Y,L,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A
{5D8D1624-F6F4-422E-BE08-21D62819C3DC},21000,1995-06-30 00:00,T,N,F,BRADFORD,BRADFORD,WEST YORKSHIRE,A,A
{2EB586BB-C4FD-4642-88C4-1E4475104CF4},273000,1995-12-04 00:00,T,N,F,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A
{D24E40EE-BDED-48FD-A046-1E447E111609},25000,1995-06-30 00:00,T,N,F,EGREMONT,COPELAND,CUMBRIA,A,A
{4B66BC26-3340-4DE1-8D57-1E448BE48544},58000,1995-09-22 00:00,D,N,F,LEEDS,LEEDS,WEST YORKSHIRE,A,A
{F6BD97FA-718D-420A-AF24-1E4493BC2756},50500,1995-03-31 00:00,T,N,F,ANDOVER,TEST VALLEY,HAMPSHIRE,A,A
{6CE412B3-CC9A-43E3-AAE8-1E44A75F0692},26000,1995-06-20 00:00,S,N,F,SHEFFIELD,SHEFFIELD,SOUTH YORKSHIRE,A,A
{31DFC879-582B-43FC-8BC5-1AB6DBE8445E},35000,1995-09-04 00:00,T,N,L,BOLTON,BOLTON,GREATER MANCHESTER,A,A
{95D9FEF2-27C2-4DA5-98C4-21D6615EE967},174950,1995-03-31 00:00,D,Y,F,ASHFORD,SPELTHORNE,SURREY,A,A
{C7978A3D-E9EA-434C-A5A6-1E44B0B7D6F6},155000,1995-03-10 00:00,D,N,F,SWANLEY,SEVENOAKS,KENT,A,A
{75E2F1D5-DD63-43E8-9E8B-1E44C03E6885},29950,1995-11-30 00:00,F,N,L,CARLISLE,CARLISLE,CUMBRIA,A,A
{A670BB56-D5C3-4559-B15B-1E44C3AD9208},67500,1995-06-30 00:00,T,N,F,LONDON,ENFIELD,GREATER LONDON,A,A
{BE9E14B6-FFE5-4333-A35F-171F9F7F8AD1},57500,1995-03-03 00:00,S,N,F,DEVIZES,KENNET,WILTSHIRE,A,A
{E47A96C8-AB38-4F51-A16F-171FBD0568F6},104950,1995-08-23 00:00,D,Y,F,CHELTENHAM,CHELTENHAM,GLOUCESTERSHIRE,A,A
{A74E02F0-DC04-4561-89F3-256BA8DC5637},32500,1995-10-23 00:00,T,N,F,BINGLEY,BRADFORD,WEST YORKSHIRE,A,A
{0C4A2F2D-7FBE-44E8-93CB-256BB7A869BE},17000,1995-12-01 00:00,F,N,L,TRURO,CARRICK,CORNWALL,A,A
{9ECE1876-9857-4CF2-982E-1AB71A4C8939},96000,1995-09-11 00:00,T,N,F,COLCHESTER,BRAINTREE,ESSEX,A,A
{6050178C-E03C-4FFB-A378-1AB7215BBE2E},61500,1995-06-30 00:00,S,Y,F,CHESTER LE STREET,CHESTER-LE-STREET,DURHAM,A,A
{B7AF52CA-75E6-4D02-9CE3-1AB722EB95E9},37900,1995-10-27 00:00,T,N,F,MILTON KEYNES,MILTON KEYNES,MILTON KEYNES,A,A
{FC7DB988-BF7F-4AD4-8DCD-1AB7331D0824},147500,1995-03-21 00:00,S,N,F,CAMBRIDGE,SOUTH CAMBRIDGESHIRE,CAMBRIDGESHIRE,A,A
{1F8FF291-C6FE-4C87-8899-1AB73F012777},125000,1995-02-10 00:00,D,N,F,HORSHAM,HORSHAM,WEST SUSSEX,A,A
{EDB52C66-5D9A-4C51-9E9D-1AB74851A184},57000,1995-06-30 00:00,T,N,F,COVENTRY,COVENTRY,WEST MIDLANDS,A,A
{8BAF29D8-450B-483E-8FD9-21D6857C4A85},25000,1995-10-20 00:00,S,N,F,ALFRETON,BOLSOVER,DERBYSHIRE,A,A
{8D7C60FF-4FF0-4C27-855A-21D68BF84841},60000,1995-07-17 00:00,S,N,F,OLDHAM,OLDHAM,GREATER MANCHESTER,A,A
{CE353AB8-5E09-4123-98ED-21D695393DBC},52500,1995-06-30 00:00,T,N,L,MACCLESFIELD,MACCLESFIELD,CHESHIRE,A,A
{28A7EF1D-EC55-4E6E-8223-21D69CFDA295},36000,1995-02-28 00:00,T,N,F,LOUGHBOROUGH,CHARNWOOD,LEICESTERSHIRE,A,A
{F9729875-5C22-4A7A-8A1A-21D69D0F68E6},107000,1995-01-27 00:00,D,Y,F,VERWOOD,EAST DORSET,DORSET,A,A
{FAFD7D4E-B7C9-4AD2-9FA7-21D6ACB34301},67000,1995-06-09 00:00,D,N,F,NORWICH,SOUTH NORFOLK,NORFOLK,A,A
{B3C41499-5D5D-44B9-BABE-171FCD4A0664},65000,1995-03-31 00:00,S,N,F,NEWQUAY,RESTORMEL,CORNWALL,A,A
{D82C28DA-771A-47C0-8694-171FDCB093FC},91000,1995-06-13 00:00,D,N,F,LEIGHTON BUZZARD,AYLESBURY VALE,BUCKINGHAMSHIRE,A,A
{356318E0-8316-49F5-927B-256BBF0067E7},98760,1995-12-18 00:00,D,Y,F,BRIGHTON,HOVE,EAST SUSSEX,A,A
{0A3BEAD1-7DDA-4FE7-BAC7-256BC0D0B0F0},95000,1995-06-30 00:00,D,N,F,SAFFRON WALDEN,UTTLESFORD,ESSEX,A,A
{467ACDA6-987C-41CC-A8AB-256BD116822A},115000,1995-04-11 00:00,S,N,F,CAMBRIDGE,SOUTH CAMBRIDGESHIRE,CAMBRIDGESHIRE,A,A
{CE59D4BD-76F5-4852-9636-256BD3CD62D2},46500,1995-10-06 00:00,T,N,F,CHELTENHAM,CHELTENHAM,GLOUCESTERSHIRE,A,A
{EDA1A3CB-DF28-4B99-A3CA-256BD744741E},36000,1995-09-22 00:00,S,N,F,PENZANCE,PENWITH,CORNWALL,A,A
{C93FA41F-C241-4684-9FB3-256BE6560501},35750,1995-07-21 00:00,F,N,L,BRIGHTON,BRIGHTON,EAST SUSSEX,A,A
{214670F7-55B1-4111-928A-256BEA6385C4},85000,1995-04-26 00:00,S,N,F,BRAUNTON,NORTH DEVON,DEVON,A,A
{AD9D1181-A85C-41D1-8FDE-256BECDA45D7},41000,1995-05-26 00:00,F,N,L,BRACKNELL,BRACKNELL FOREST,BRACKNELL FOREST,A,A
{EFE56D04-71F7-4DA7-9B28-1AB75FE85704},78500,1995-12-21 00:00,D,N,F,MILTON KEYNES,MILTON KEYNES,MILTON KEYNES,A,A
{80671F77-A231-45BA-B8FD-1AB76032BB3E},55000,1995-08-23 00:00,D,N,F,MABLETHORPE,EAST LINDSEY,LINCOLNSHIRE,A,A
{D2562E2E-6CC8-4F24-8CA1-1AB77FC02024},46750,1995-05-19 00:00,T,N,F,HALSTEAD,BRAINTREE,ESSEX,A,A
{AA1A07D9-0930-4505-A7C9-1AB7809ACD3F},105000,1995-10-25 00:00,D,N,F,HALESWORTH,WAVENEY,SUFFOLK,A,A
{E46B1593-9D05-4651-B875-1AB784B450F9},81000,1995-11-10 00:00,D,N,F,NORTHWICH,VALE ROYAL,CHESHIRE,A,A
{42FAF354-B795-47BC-B573-1AB78CD96030},140000,1995-03-31 00:00,S,N,F,AYLESBURY,AYLESBURY VALE,BUCKINGHAMSHIRE,A,A
{261D882C-ED04-4927-A15A-21D6C1A5651C},46950,1995-07-25 00:00,T,Y,L,SHEFFIELD,SHEFFIELD,SOUTH YORKSHIRE,A,A
{07418746-1324-4977-8C6A-21D6D5DDA229},98000,1995-09-27 00:00,S,N,F,FOREST ROW,WEALDEN,EAST SUSSEX,A,A
{DE371979-953B-4EFC-A7C8-21D6F03387D2},11000,1995-10-02 00:00,T,N,F,MANSFIELD,MANSFIELD,NOTTINGHAMSHIRE,A,A
{39402CB4-BEBF-4C80-AF2D-1E45341C696A},36000,1995-09-08 00:00,F,N,F,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{C53BB7FC-13AE-4C7A-88E3-1E45348484C3},69950,1995-10-04 00:00,T,Y,F,LONGFIELD,DARTFORD,KENT,A,A
{331A37D6-EABC-402D-861B-1E453583FF52},54000,1995-08-18 00:00,D,N,F,IPSWICH,IPSWICH,SUFFOLK,A,A
{476A11AF-8D9A-4715-9E4B-1E454B121089},13500,1995-01-05 00:00,T,N,L,MILTON KEYNES,MILTON KEYNES,MILTON KEYNES,A,A
{C1843A2F-0A6E-4990-8A13-1E455D894FEF},26000,1995-06-29 00:00,S,Y,F,LLANELLI,LLANELLI,DYFED,A,A
{86A9DED5-BB24-43A8-A0BF-1E4566E7D3E7},72995,1995-03-31 00:00,D,Y,F,BURY ST. EDMUNDS,ST EDMUNDSBURY,SUFFOLK,A,A
{742E87B7-5134-487D-8370-1E456AACB593},35450,1995-07-14 00:00,T,Y,F,CARDIFF,CARDIFF,CARDIFF,A,A
{1BA06C49-D1DE-480C-B646-1E457794AF8D},59999,1995-06-22 00:00,T,N,F,BRISTOL,NORTHAVON,AVON,A,A
{B0CE0C02-61C6-4BF6-9BC1-172025F916ED},66000,1995-04-13 00:00,T,N,F,READING,WOKINGHAM,WOKINGHAM,A,A
{A527FE74-16EE-4E8E-9D64-256C01F6AC0F},150000,1995-11-17 00:00,D,N,F,LONDON,BROMLEY,GREATER LONDON,A,A
{63D5EDA9-D4A2-4798-AD62-256C3199AA1A},140000,1995-07-12 00:00,D,N,F,BRISTOL,WOODSPRING,AVON,A,A
{219ED358-3A0A-4DED-A1CD-1AB7944AD926},77000,1995-04-21 00:00,D,N,F,BASINGSTOKE,BASINGSTOKE AND DEANE,HAMPSHIRE,A,A
{314BD5EF-4BCD-402F-861C-1AB7BFED337C},80000,1995-12-29 00:00,D,N,F,SOUTHWELL,NEWARK AND SHERWOOD,NOTTINGHAMSHIRE,A,A
{8217CE9B-8B24-4FDA-AF16-21D7154EE58D},43000,1995-03-31 00:00,T,N,L,OLDHAM,OLDHAM,GREATER MANCHESTER,A,A
{F9E27364-425D-40DE-AC00-21D72998C0BE},25000,1995-04-21 00:00,T,N,F,BASILDON,BASILDON,ESSEX,A,A
{98B7F7EA-1ED1-406B-B72B-21D7301B494B},20460,1995-03-23 00:00,T,N,F,NEWPORT,NEWPORT,NEWPORT,A,A
{63C1451B-BB29-4048-BFDF-21D732058293},35000,1995-11-24 00:00,S,N,F,COVENTRY,COVENTRY,WEST MIDLANDS,A,A
{6E475B69-455B-4EDE-B203-1E457A8754EB},17600,1995-03-29 00:00,T,N,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,A,A
{AED4176E-B9B4-48D1-AA51-1E458C66045F},36950,1995-10-27 00:00,F,Y,L,ASHTON-UNDER-LYNE,TAMESIDE,GREATER MANCHESTER,A,A
{6D7DFE0B-4421-44EA-8905-1E45A88880D0},31000,1995-04-28 00:00,T,N,F,BLACKPOOL,BLACKPOOL,BLACKPOOL,A,A
{3EAD6812-5826-4C8B-9C30-1E45B3FF6EFC},72000,1995-07-17 00:00,S,N,F,LONDON,WALTHAM FOREST,GREATER LONDON,A,A
{869B3F9E-97BF-4CFE-9660-1E45B4B85E76},55200,1995-12-18 00:00,D,N,F,PORTH,TAFF-ELY,MID GLAMORGAN,A,A
{D77323DE-3D05-4E56-BC13-17204785AA45},53000,1995-05-30 00:00,S,N,F,ST. IVES,HUNTINGDONSHIRE,CAMBRIDGESHIRE,A,A
{902B432D-7FCC-4626-BBE3-17204B3B4A2F},62200,1995-02-10 00:00,F,N,L,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A
{338BB382-2443-4EA2-AB48-172051327FD5},98995,1995-12-08 00:00,D,Y,L,SHEFFIELD,SHEFFIELD,SOUTH YORKSHIRE,A,A
{22C30C0C-8AF7-4837-A32D-1720521803D2},55000,1995-05-26 00:00,S,Y,F,COALVILLE,NORTH WEST LEICESTERSHIRE,LEICESTERSHIRE,A,A
{AE20F78F-8A39-417E-9B32-17205EC2F375},65500,1995-06-19 00:00,T,N,F,CORSHAM,NORTH WILTSHIRE,WILTSHIRE,A,A
{84BA0131-AD00-486B-8FE7-17206EE600F5},63000,1995-01-13 00:00,F,N,L,LONDON,WALTHAM FOREST,GREATER LONDON,A,A
{0B24064A-C555-492E-8A04-256C3672DBCB},30000,1995-07-24 00:00,T,N,L,OLDHAM,OLDHAM,GREATER MANCHESTER,A,A
{D2CEF9B5-B4A5-4DC4-8ADF-256C38E8BA9C},31000,1995-06-30 00:00,T,N,F,SOUTH MOLTON,NORTH DEVON,DEVON,A,A
{1FC4C18D-AAC7-428D-8043-256C3C3DE198},55000,1995-03-03 00:00,F,N,L,SUTTON COLDFIELD,BIRMINGHAM,WEST MIDLANDS,A,A
{5A188813-4404-4A40-9672-256C4B206946},106000,1995-10-20 00:00,S,N,F,EXETER,EXETER,DEVON,A,A
{419ADD62-D249-4A99-8F5F-256C60C867D8},112500,1995-02-28 00:00,D,N,F,PLYMOUTH,PLYMOUTH,DEVON,A,A
{63E8BBEF-5D92-4032-B831-1AB7CD492BC3},40000,1995-12-18 00:00,T,N,F,WHITLEY BAY,NORTH TYNESIDE,TYNE AND WEAR,A,A
{42069737-B36F-4F15-9054-1AB7D0CD1BF4},57500,1995-04-13 00:00,T,N,F,FROME,MENDIP,SOMERSET,A,A
{1BDA1F8C-66F3-4CA7-A500-5548AA454FDC},122500,1995-10-20 00:00,D,Y,F,MILTON KEYNES,MILTON KEYNES,MILTON KEYNES,A,A
{894C31C0-323B-4CD6-822A-5548ACAF1193},116500,1995-12-15 00:00,S,N,F,LONDON,BROMLEY,GREATER LONDON,A,A
{605B05E0-EF9F-407E-A39F-5548B89EAF99},54500,1995-12-15 00:00,T,N,F,GUNNISLAKE,CARADON,CORNWALL,A,A
{20AE7F43-7756-4E92-AA0F-58BBC7B5BC97},78500,1995-03-30 00:00,D,Y,L,MANCHESTER,SALFORD,GREATER MANCHESTER,A,A
{83C1D8D3-BB87-41DF-8B00-5195DF1A13F9},47250,1995-02-27 00:00,S,N,F,THORNTON-CLEVELEYS,WYRE,LANCASHIRE,A,A
{CDDA55FB-4E9F-4C33-B136-5195E23F63F8},40000,1995-06-30 00:00,F,N,F,BOGNOR REGIS,ARUN,WEST SUSSEX,A,A
{1504545F-1DB5-4447-AE18-5195E7046A22},102500,1995-05-26 00:00,D,N,F,NORTHALLERTON,HAMBLETON,NORTH YORKSHIRE,A,A
{6F7334C8-EC36-4DD4-9734-5195EB436333},46500,1995-08-31 00:00,S,Y,F,TELFORD,THE WREKIN,SHROPSHIRE,A,A
{6AD341AF-A6DF-4787-AA2D-5195ED6427DD},59950,1995-09-08 00:00,D,N,F,MANCHESTER,TRAFFORD,GREATER MANCHESTER,A,A
{F0AD6B0B-BCD5-4167-B775-4E13CEF8AB4C},100000,1995-03-30 00:00,S,Y,F,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,A,A
{C4B29D70-370B-4764-B8C4-4E13D9D54B6D},59950,1995-06-30 00:00,T,Y,L,MANCHESTER,TAMESIDE,GREATER MANCHESTER,A,A
{D0EF2E82-1E2D-41BE-8D9D-4E13E13B29AE},28500,1995-07-07 00:00,T,N,F,GRIMSBY,GREAT GRIMSBY,HUMBERSIDE,A,A
{1F1B4B2E-7642-436D-8CEA-5C51F1EC6690},44000,1995-07-24 00:00,D,N,F,PRESTATYN,RHUDDLAN,CLWYD,A,A
{BF38072A-0987-4D22-BAF7-5C51FBE96BA7},57950,1995-03-27 00:00,D,Y,F,HINCKLEY,HINCKLEY AND BOSWORTH,LEICESTERSHIRE,A,A
{23B8BB88-14D1-4B6F-97EE-5548D1607801},21500,1995-08-25 00:00,D,N,F,AMLWCH,YNYS MON-ISLE OF ANGLESEY,GWYNEDD,A,A
{3FF6130B-DC09-4F15-8D68-5548D4C30099},42000,1995-07-26 00:00,T,N,F,WORTHING,WORTHING,WEST SUSSEX,A,A
{5808CCA0-2484-4C8A-8B28-5548DC9969F2},42000,1995-07-28 00:00,S,N,F,ASHFORD,ASHFORD,KENT,A,A
{165C4A23-60B1-4233-AA81-5548FA0F0472},18000,1995-08-25 00:00,T,N,F,CROOK,WEAR VALLEY,DURHAM,A,A
{CE50D821-B005-43FC-B27B-5548FC373A45},135000,1995-03-13 00:00,D,N,F,WITNEY,WEST OXFORDSHIRE,OXFORDSHIRE,A,A
{2B852EAB-EC2D-4D48-8379-58BC09AD90E1},48000,1995-03-17 00:00,S,N,F,NOTTINGHAM,NOTTINGHAM,NOTTINGHAMSHIRE,A,A
{B9F4A1FF-D39A-4BBD-997C-58BC406FC997},38500,1995-04-28 00:00,S,N,F,MALDON,MALDON,ESSEX,A,A
{38C5B249-1C5E-4495-8B78-4E13F816BD83},79950,1995-09-08 00:00,F,N,L,LONDON,CAMDEN,GREATER LONDON,A,A
{7EA04E58-72AF-4C2E-B48D-4E13FEBC3EAD},131207,1995-01-06 00:00,D,N,F,MANSFIELD,MANSFIELD,NOTTINGHAMSHIRE,A,A
{0DADDC27-4028-4987-A315-4E140E0A83B2},23000,1995-02-28 00:00,T,N,F,SWANSEA,SWANSEA,SWANSEA,A,A
{E562139D-0900-40E4-9610-5C5221B9E0EF},47000,1995-08-31 00:00,T,N,F,GOSPORT,GOSPORT,HAMPSHIRE,A,A
{2905FDB7-BD2E-4DB2-AAE0-5C523B252FE2},107000,1995-10-02 00:00,T,N,F,EMSWORTH,HAVANT,HAMPSHIRE,A,A
{80066A73-E44F-4369-8EB4-5C52403AB170},64500,1995-03-17 00:00,S,N,F,MILTON KEYNES,MILTON KEYNES,MILTON KEYNES,A,A
{F2231B31-7E15-421B-AB57-5C5243E9C53F},38995,1995-04-03 00:00,T,Y,F,CHESTERFIELD,CHESTERFIELD,DERBYSHIRE,A,A
{F70FF1D0-1D9C-41BE-835F-5C5257032D8B},45000,1995-05-31 00:00,T,N,F,MAIDSTONE,MAIDSTONE,KENT,A,A
{415A5C3A-97AB-4F5E-8D4A-5C5260F3A602},101500,1995-08-04 00:00,T,N,F,LONDON,HARINGEY,GREATER LONDON,A,A
{BB636F5E-1FE9-4167-88AB-554903B3CDD8},78000,1995-08-03 00:00,S,N,F,HERTFORD,EAST HERTFORDSHIRE,HERTFORDSHIRE,A,A
{E90A0EF0-5C39-475E-85FA-519648EE344B},22500,1995-02-20 00:00,T,N,L,NEWTON-LE-WILLOWS,ST HELENS,MERSEYSIDE,A,A
{A5A75D70-DAF6-415F-BA12-51964E905D1C},75000,1995-08-23 00:00,S,N,F,CHELMSFORD,CHELMSFORD,ESSEX,A,A
{B0FE720B-D396-4260-AE8D-51965E71904B},78000,1995-03-14 00:00,D,N,L,LYTHAM ST. ANNES,FYLDE,LANCASHIRE,A,A
{CB3F6C0A-9AC0-4081-86F4-5549478054BA},82600,1995-10-13 00:00,S,N,F,MANCHESTER,MANCHESTER,GREATER MANCHESTER,A,A
{17F056BA-CCE9-4D23-A59D-5549503E61EE},54000,1995-06-30 00:00,S,N,F,STOKE-ON-TRENT,NEWCASTLE-UNDER-LYME,STAFFORDSHIRE,A,A
{996BF72A-F335-4EDD-AA8E-55495B21579D},21500,1995-11-13 00:00,F,N,L,PLYMOUTH,PLYMOUTH,DEVON,A,A
{16827766-1469-40B2-AF4F-55496A2DFE81},45000,1995-05-05 00:00,S,N,F,CONGLETON,CONGLETON,CHESHIRE,A,A
{B812CCBE-34D1-4F99-BC42-55496BC87967},38000,1995-05-26 00:00,F,N,L,BURGESS HILL,MID SUSSEX,WEST SUSSEX,A,A
{88A2D37D-219D-48CD-8823-58BC6FC0A4EF},30000,1995-04-20 00:00,S,N,F,ROCHESTER,ROCHESTER UPON MEDWAY,KENT,A,A
{9888DDD4-C318-4CE8-808C-58BC7308BAE1},78000,1995-01-31 00:00,D,N,F,POULTON-LE-FYLDE,WYRE,LANCASHIRE,A,A
{EF720BC5-1E7C-492F-B0A6-58BC8281C75A},69000,1995-03-17 00:00,S,N,F,BRIGHOUSE,CALDERDALE,WEST YORKSHIRE,A,A
{B982109D-7A71-47D0-9FDC-51968F1F317B},45000,1995-04-12 00:00,T,N,F,DEVIZES,KENNET,WILTSHIRE,A,A
{D52452B7-41AC-415E-A23B-5196B6F42FDD},44500,1995-10-20 00:00,S,N,F,LOWESTOFT,WAVENEY,SUFFOLK,A,A
{D3A8A6A9-987B-4E21-AFAC-4E144CCFCBF4},67500,1995-10-13 00:00,T,N,F,LONDON,ENFIELD,GREATER LONDON,A,A
{915BA5CD-1078-49CD-8936-4E144D9215A3},26000,1995-03-22 00:00,T,N,F,TAMWORTH,TAMWORTH,STAFFORDSHIRE,A,A
{E4D6699E-A693-4AD2-83DB-5C526885C626},48000,1995-09-08 00:00,F,N,L,WATFORD,WATFORD,HERTFORDSHIRE,A,A
{3F7103E5-7918-4341-AC7D-5C527001E511},21080,1995-11-27 00:00,S,N,F,SWINDON,THAMESDOWN,THAMESDOWN,A,A
{7FC1BC9B-AC6A-40CE-AB80-5C529EB2BF36},77000,1995-03-31 00:00,S,N,F,WEMBLEY,BRENT,GREATER LONDON,A,A
{3B108D7F-4423-471B-9828-5549C6F72F92},52850,1995-01-15 00:00,S,Y,F,BURY ST. EDMUNDS,ST EDMUNDSBURY,SUFFOLK,A,A
{F4A25F71-E2F2-4B0B-BBA6-5549D91E8702},301250,1995-12-15 00:00,D,Y,F,LONDON,BARNET,GREATER LONDON,A,A
{620F7888-8330-4D3E-A116-5549EF378E7C},82950,1995-02-24 00:00,D,Y,F,TELFORD,THE WREKIN,SHROPSHIRE,A,A
{760A06EB-9FF9-411B-A6C2-58BC8BB0ED58},50250,1995-01-03 00:00,S,N,F,ASHFORD,ASHFORD,KENT,A,A
{675484D3-EE7D-4CDD-889F-5196B7A1986B},54000,1995-05-19 00:00,T,Y,F,EXMOUTH,EAST DEVON,DEVON,A,A
{A3D49969-8D26-40CF-A1D3-5196B80D79CA},55000,1995-12-21 00:00,S,N,F,BRAINTREE,BRAINTREE,ESSEX,A,A
{809177F4-C2A0-49DB-940C-5196B89F9FD8},245000,1995-08-30 00:00,D,N,F,HAYWARDS HEATH,WEALDEN,EAST SUSSEX,A,A
{5EB77083-CB8D-4E4F-96FA-5196BAA72F57},64000,1995-01-05 00:00,S,N,F,HALIFAX,CALDERDALE,WEST YORKSHIRE,A,A
{73F9D039-4EF6-4807-8987-4E14829675FD},30563,1995-06-23 00:00,F,Y,L,IPSWICH,IPSWICH,SUFFOLK,A,A
